key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
space,1.241,space,5.906,space,14.264,space,2.411,space,2.176,space,2.768,134,PF,76,-53,1,0,0,response3disk_5,5,11.265,12,-7,1,0,0,rectangle_8,12,-7,1,0,0,12,-7,1,0,0,0,0,0,1,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,38,PF,-48,-114,1,0,0,response5disk_5,3,4.327,-3,0,1,0,0,rectangle_8,111,71,1,0,0,-11,6,1,0,0,0,1,1,4,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response1disk_7,6,3.761,6,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,59,FF,27,77,1,0,0,response1disk_5,7,3.242,11,6,1,0,0,rectangle_8,11,6,1,0,0,11,6,1,0,0,0,2,2,0,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,143,FF,34,87,1,0,0,response1disk_5,7,1.17,-10,-2,1,0,0,rectangle_8,-10,-2,1,0,0,-10,-2,1,0,0,0,3,3,5,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,115,PF,91,-43,1,0,0,response3disk_5,5,2.156,-3,0,1,0,0,rectangle_8,97,33,1,0,0,1,-2,1,0,0,0,4,4,2,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response1disk_7,6,1.922,6,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12,PF,37,94,1,0,0,response1disk_5,7,1.537,-14,-7,1,0,0,rectangle_8,-14,-7,1,0,0,-14,-7,1,0,0,0,5,5,6,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,142,FF,-31,-94,1,0,0,response5disk_5,3,1.989,-6,6,1,0,0,rectangle_8,-6,6,1,0,0,-6,6,1,0,0,0,6,6,3,1,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.721,,,,,,,,,,,,,,,,,,,,,,60ff0169feca945d600c4b20,61037980a44862f47913e491,2021-07-29_22h01.52.708,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,space,2.245,4233,51,97,1,0,0,response1disk,,7,10,0,1,0,0,rectangle,10,0,1,0,0,10,0,1,0,0,0,0,0,76,1,
