key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,duringprac.order,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id
space,1.759,space,4.825,space,20.486,space,8.173,space,1.285,space,4.335,119,FF,1,0,7,5,1,6,6103122eb08df918649a930c,61036d3a47f5f4229f401f97,2021-07-29_20h15.42.072,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe
