key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
space,4.8338,space,12.064,space,28.1635,space,13.6144,space,2.3327,space,3.5303,93,FF,-41,-63,1,0,0,response5disk_5,3,4.3695,-2,0,1,0,0,rectangle_8,-2,0,1,0,0,-2,0,1,0,0,0,0,0,5,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,61,PF,43,-51,1,0,0,response3disk_5,4,4.8495,-13,-1,1,0,0,rectangle_8,-72,-34,1,0,0,5,0,1,0,0,0,1,1,4,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,response5disk_7,2,2.9673,2,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,58,FF,88,44,1,0,0,response1disk_5,6,2.4501,3,-3,1,0,0,rectangle_8,3,-3,1,0,0,3,-3,1,0,0,0,2,2,0,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,22,FF,44,83,1,0,0,response1disk_5,7,1.2332,4,10,1,0,0,rectangle_8,4,10,1,0,0,4,10,1,0,0,0,3,3,3,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,58,PF,99,-33,1,0,0,response3disk_5,5,8.4158,-5,6,1,0,0,rectangle_8,-84,-32,1,0,0,1,5,1,0,0,0,4,4,6,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,response5disk_7,2,1.7828,2,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,49,PF,22,-61,1,0,0,response3disk_5,4,1.5164,-3,7,1,0,0,rectangle_8,-3,7,1,0,0,-3,7,1,0,0,0,5,5,1,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5,PF,85,29,1,0,0,response1disk_5,6,2.6002,2,-4,1,0,0,rectangle_8,2,-4,1,0,0,2,-4,1,0,0,0,6,6,2,1,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.7505,,,,,,,,,,,,,,,,,,,,,,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,space,3.5805,2494,-77,-56,1,0,0,response5disk,,2,-8,-5,1,0,0,rectangle,74,33,1,0,0,response1disk_3,TRUE,6,6,"[88,62,21,170,134,16,1,85,7,23,184,46,176,191,189,45,44,219,248,259]",2.3666,-2,-2,1,0,0,rectangle,0,0,0,145,1,
,,,,,,,,,,,,,FF,,,,,,,,2.3667,,,,,,,,,,,,,,,,,,,,,,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,2458,-57,-41,1,0,0,response5disk,,2,14,1,1,0,0,rectangle,14,1,1,0,0,,,,,,,14,1,1,0,0,,0,1,1,108,1,
,,,,,,,,,,,,,FF,,,,,,,,3.2001,,,,,,,,,,,,,,,,,,,,,,60fef35575c913648f573049,61036d4f22b2f12b331285c8,2021-07-29_20h12.44.756,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,61025ae37ef11b136ea224fe,,,,,,,,,42,71,-44,1,0,0,response3disk,,5,7,-9,1,0,0,rectangle,7,-9,1,0,0,,,,,,,7,-9,1,0,0,,0,2,2,159,1,
