key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,trials_2.order
,,,,,,,,,,,,,FF,,,,,,,,1.3817,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,824,29.11085172,-81.74903109,1,0,0,response3disk,,4,-13.55106298,-3.374371722,1,0,0,rectangle,-13.55106298,-3.374371722,1,0,0,-13.55106298,-3.374371722,1,0,0,0,38,38,40,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.6625,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,505,115.9680796,64.75705019,1,0,0,response1disk,,6,31.07286347,1.02128264,1,0,0,rectangle,31.07286347,1.02128264,1,0,0,31.07286347,1.02128264,1,0,0,0,39,39,0,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8649,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4355,43.28463123,71.15695263,1,0,0,response1disk,,7,-20.08670761,-7.526373737,1,0,0,rectangle,-20.08670761,-7.526373737,1,0,0,-20.08670761,-7.526373737,1,0,0,0,40,40,91,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.5345,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1523,-33.85203984,-72.55415791,1,0,0,response5disk,,3,-3.817127285,-1.48985021,1,0,0,rectangle,-3.817127285,-1.48985021,1,0,0,-3.817127285,-1.48985021,1,0,0,0,41,41,21,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9781,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4093,37.30880106,50.98187909,1,0,0,response1disk,,7,-15.10467628,3.497991662,1,0,0,rectangle,-15.10467628,3.497991662,1,0,0,-15.10467628,3.497991662,1,0,0,0,42,42,79,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8204,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4068,40.94063705,61.78273374,1,0,0,response1disk,,7,12.7978632,3.918548309,1,0,0,rectangle,12.7978632,3.918548309,1,0,0,12.7978632,3.918548309,1,0,0,0,43,43,66,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.9999,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1385,-38.75150281,-45.60342509,1,0,0,response5disk,,3,-12.0790903,-11.11865895,1,0,0,rectangle,-12.0790903,-11.11865895,1,0,0,-12.0790903,-11.11865895,1,0,0,0,44,44,52,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1247,81.33184859,44.85507236,1,0,0,response1disk,,6,-14.44681494,1.178753346,1,0,0,rectangle,-14.44681494,1.178753346,1,0,0,-14.44681494,1.178753346,1,0,0,0,45,45,95,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,510,22.94068561,48.58497964,1,0,0,response1disk,,7,16.428332,12.67587266,1,0,0,rectangle,16.428332,12.67587266,1,0,0,16.428332,12.67587266,1,0,0,0,46,46,153,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1158,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3,-72.8094623,-51.80996815,1,0,0,response5disk,,2,1.559532952,-4.676520179,1,0,0,rectangle,1.559532952,-4.676520179,1,0,0,1.559532952,-4.676520179,1,0,0,0,47,47,116,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9498,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3275,37.96881084,39.35592677,1,0,0,response1disk,,7,-3.694519861,-10.1724187,1,0,0,rectangle,-3.694519861,-10.1724187,1,0,0,-3.694519861,-10.1724187,1,0,0,0,48,48,118,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.9794,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,366,-32.70985232,65.68983829,1,0,0,response7disk,,0,7.486632649,6.830462414,1,0,0,rectangle,7.486632649,6.830462414,1,0,0,7.486632649,6.830462414,1,0,0,0,49,49,98,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3896,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2798,93.99005191,36.36549703,1,0,0,response1disk,,6,26.07662316,8.392425328,1,0,0,rectangle,26.07662316,8.392425328,1,0,0,26.07662316,8.392425328,1,0,0,0,50,50,126,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1154,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1446,-59.36229413,-44.83770242,1,0,0,response5disk,,2,-1.84251788,-0.393561131,1,0,0,rectangle,-1.84251788,-0.393561131,1,0,0,-1.84251788,-0.393561131,1,0,0,0,51,51,68,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9144,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3352,22.44737506,43.17714264,1,0,0,response1disk,,7,0.83326341,9.543694877,1,0,0,rectangle,0.83326341,9.543694877,1,0,0,0.83326341,9.543694877,1,0,0,0,52,52,105,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.8974,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3751,-66.87503838,-17.84517272,1,0,0,response5disk,,2,-35.55760627,-3.565777975,1,0,0,rectangle,-35.55760627,-3.565777975,1,0,0,-35.55760627,-3.565777975,1,0,0,0,53,53,82,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2321,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,918,22.2050899,44.76388583,1,0,0,response1disk,,7,16.57808786,7.372942891,1,0,0,rectangle,16.57808786,7.372942891,1,0,0,16.57808786,7.372942891,1,0,0,0,54,54,9,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7333,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,183,47.44527582,83.32057586,1,0,0,response1disk,,7,35.00826392,14.19076526,1,0,0,rectangle,35.00826392,14.19076526,1,0,0,35.00826392,14.19076526,1,0,0,0,55,55,22,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3998,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1391,98.31270822,-16.82110044,1,0,0,response3disk,,5,12.56612491,4.010931122,1,0,0,rectangle,12.56612491,4.010931122,1,0,0,12.56612491,4.010931122,1,0,0,0,56,56,124,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3375,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,640,28.45313687,-122.5053305,1,0,0,response3disk,,4,-7.999256253,3.658294398,1,0,0,rectangle,-7.999256253,3.658294398,1,0,0,-7.999256253,3.658294398,1,0,0,0,57,57,51,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3298,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3919,47.57813715,-30.23086626,1,0,0,response3disk,,5,30.88184784,-6.377838564,1,0,0,rectangle,30.88184784,-6.377838564,1,0,0,30.88184784,-6.377838564,1,0,0,0,58,58,149,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2506,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,20,42.77999255,58.39584404,1,0,0,response1disk,,7,9.886046748,-5.857184259,1,0,0,rectangle,9.886046748,-5.857184259,1,0,0,9.886046748,-5.857184259,1,0,0,0,59,59,44,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9641,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2058,23.63765828,31.35936903,1,0,0,response1disk,,7,-10.7247934,7.65590188,1,0,0,rectangle,-10.7247934,7.65590188,1,0,0,-10.7247934,7.65590188,1,0,0,0,60,60,62,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.6301,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,8,98.58741526,-17.15684263,1,0,0,response3disk,,5,13.46246282,17.25975944,1,0,0,rectangle,13.46246282,17.25975944,1,0,0,13.46246282,17.25975944,1,0,0,0,61,61,53,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0257,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1431,69.25128201,-22.92656928,1,0,0,response3disk,,5,8.31114438,-4.600543615,1,0,0,rectangle,8.31114438,-4.600543615,1,0,0,8.31114438,-4.600543615,1,0,0,0,62,62,142,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2155,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,153,30.1083615,37.22460349,1,0,0,response1disk,,7,30.1083615,7.373284688,1,0,0,rectangle,30.1083615,7.373284688,1,0,0,30.1083615,7.373284688,1,0,0,0,63,63,18,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.233,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2410,73.44522738,71.88119581,1,0,0,response1disk,,6,21.77706255,15.59716176,1,0,0,rectangle,21.77706255,15.59716176,1,0,0,21.77706255,15.59716176,1,0,0,0,64,64,36,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.0975,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2779,-28.84154172,-46.76299542,1,0,0,response5disk,,3,-0.008582306,-10.63848316,1,0,0,rectangle,-0.008582306,-10.63848316,1,0,0,-0.008582306,-10.63848316,1,0,0,0,65,65,117,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3194,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1297,-35.45086799,47.88143959,1,0,0,response7disk,,0,-4.892615582,-3.144537734,1,0,0,rectangle,-4.892615582,-3.144537734,1,0,0,-4.892615582,-3.144537734,1,0,0,0,66,66,13,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.816,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1702,21.69268755,48.21388588,1,0,0,response1disk,,7,1.856456784,6.051751465,1,0,0,rectangle,-25.39793815,-98.61875791,1,0,0,4.065734161,-2.38965491,1,0,0,0,67,67,144,1,,response5disk_3,TRUE,3,3,"[110,188,241,318,157,24,30,142,106,80,284,150,68,168,216,323,164,157,184,113]",2.3326,rectangle,
,,,,,,,,,,,,,FF,,,,,,,,1.2805,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,69,42.0113402,62.14594175,1,0,0,response1disk,,7,10.50679871,4.510003396,1,0,0,rectangle,10.50679871,4.510003396,1,0,0,10.50679871,4.510003396,1,0,0,0,68,68,110,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.1813,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2488,30.20313689,-63.1807691,1,0,0,response3disk,,4,6.646935371,-14.57881525,1,0,0,rectangle,6.646935371,-14.57881525,1,0,0,6.646935371,-14.57881525,1,0,0,0,69,69,34,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9657,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1855,38.13912334,73.66405716,1,0,0,response1disk,,7,4.1881951,7.541106956,1,0,0,rectangle,4.1881951,7.541106956,1,0,0,4.1881951,7.541106956,1,0,0,0,70,70,96,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1655,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1676,46.83931878,30.27980358,1,0,0,response1disk,,6,-4.101355805,-0.048639251,1,0,0,rectangle,-4.101355805,-0.048639251,1,0,0,-4.101355805,-0.048639251,1,0,0,0,71,71,120,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.5661,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2412,28.94171109,-79.96704864,1,0,0,response3disk,,4,-0.770545208,11.03026716,1,0,0,rectangle,-0.770545208,11.03026716,1,0,0,-0.770545208,11.03026716,1,0,0,0,72,72,30,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2166,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,363,64.34796162,123.8382767,1,0,0,response1disk,,7,12.63209171,2.337200629,1,0,0,rectangle,12.63209171,2.337200629,1,0,0,12.63209171,2.337200629,1,0,0,0,73,73,54,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.1265,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,266,-47.62113184,-27.05708692,1,0,0,response5disk,,2,2.091759522,11.11161482,1,0,0,rectangle,2.091759522,11.11161482,1,0,0,2.091759522,11.11161482,1,0,0,0,74,74,78,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9829,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,65,-63.77367115,-35.37935267,1,0,0,response5disk,,2,-8.619910559,-9.19986009,1,0,0,rectangle,-8.619910559,-9.19986009,1,0,0,-8.619910559,-9.19986009,1,0,0,0,75,75,156,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7837,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3612,48.8747192,135.444063,1,0,0,response1disk,,7,1.314220448,13.86439807,1,0,0,rectangle,1.314220448,13.86439807,1,0,0,1.314220448,13.86439807,1,0,0,0,76,76,69,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2064,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1386,126.6888805,-25.03062204,1,0,0,response3disk,,5,10.50875184,2.882561965,1,0,0,rectangle,10.50875184,2.882561965,1,0,0,10.50875184,2.882561965,1,0,0,0,77,77,35,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2469,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2837,-28.83036008,-68.78814223,1,0,0,response5disk,,3,2.216417727,1.541009211,1,0,0,rectangle,2.216417727,1.541009211,1,0,0,2.216417727,1.541009211,1,0,0,0,78,78,83,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0146,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1052,-43.70594624,-18.48013367,1,0,0,response5disk,,2,-18.43802594,-8.896393289,1,0,0,rectangle,-89.81571255,22.7975525,1,0,0,-33.27567265,1.144134205,1,0,0,0,79,79,99,1,,response7disk_3,TRUE,1,1,"[110,188,241,318,157,24,30,142,106,80,284,150,68,168,216,323,164,157,184,113]",1.2329,rectangle,
,,,,,,,,,,,,,FF,,,,,,,,0.9649,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1130,33.66285374,86.10377903,1,0,0,response1disk,,7,5.017052534,-2.783209604,1,0,0,rectangle,5.017052534,-2.783209604,1,0,0,5.017052534,-2.783209604,1,0,0,0,80,80,143,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0496,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3932,91.97764953,65.91945255,1,0,0,response1disk,,6,-8.683631263,-12.29258475,1,0,0,rectangle,-8.683631263,-12.29258475,1,0,0,-8.683631263,-12.29258475,1,0,0,0,81,81,138,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8332,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,144,33.71856663,65.19850528,1,0,0,response1disk,,7,5.399718556,-3.965240871,1,0,0,rectangle,5.399718556,-3.965240871,1,0,0,5.399718556,-3.965240871,1,0,0,0,82,82,57,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1152,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2029,-23.53260609,-48.02383528,1,0,0,response5disk,,3,2.112023194,-1.027887312,1,0,0,rectangle,2.112023194,-1.027887312,1,0,0,2.112023194,-1.027887312,1,0,0,0,83,83,72,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.216,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4010,78.51983683,-33.67935264,1,0,0,response3disk,,5,33.91827367,-8.186725309,1,0,0,rectangle,33.91827367,-8.186725309,1,0,0,33.91827367,-8.186725309,1,0,0,0,84,84,6,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8815,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3865,42.61192614,69.6449653,1,0,0,response1disk,,7,13.00494328,5.061175279,1,0,0,rectangle,13.00494328,5.061175279,1,0,0,13.00494328,5.061175279,1,0,0,0,85,85,32,1,,,,,,,,,
