key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,trials_2.order
,,,,,,,,,,,,,FF,,,,,,,,0.8846,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2581,42.4140625,95.421875,1,0,0,response1disk,,7,1.015625,3.921875,1,0,0,rectangle,1.015625,3.921875,1,0,0,1.015625,3.921875,1,0,0,0,33,33,95,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6863,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1021,42.359375,86.94140625,1,0,0,response1disk,,7,5.00390625,2.8359375,1,0,0,rectangle,5.00390625,2.8359375,1,0,0,5.00390625,2.8359375,1,0,0,0,34,34,81,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8693,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3277,43.62109375,103.1640625,1,0,0,response1disk,,7,8.16796875,0.9765625,1,0,0,rectangle,8.16796875,0.9765625,1,0,0,8.16796875,0.9765625,1,0,0,0,35,35,71,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7516,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1716,22.87109375,91.98828125,1,0,0,response1disk,,7,3.70703125,-2.1015625,1,0,0,rectangle,3.70703125,-2.1015625,1,0,0,3.70703125,-2.1015625,1,0,0,0,36,36,59,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,5.1643,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1051,-63.7734375,-107.5078125,1,0,0,response5disk,,3,1.0078125,3.40625,1,0,0,rectangle,1.0078125,3.40625,1,0,0,1.0078125,3.40625,1,0,0,0,37,37,0,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6846,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2801,55.14453125,104.8164063,1,0,0,response1disk,,7,-4.34765625,-0.76171875,1,0,0,rectangle,-4.34765625,-0.76171875,1,0,0,-4.34765625,-0.76171875,1,0,0,0,38,38,143,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.7378,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2838,-51.37890625,-104.4726563,1,0,0,response5disk,,3,-1.1328125,-3.58984375,1,0,0,rectangle,-1.1328125,-3.58984375,1,0,0,-1.1328125,-3.58984375,1,0,0,0,39,39,38,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7688,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1717,31.44921875,102.140625,1,0,0,response1disk,,7,-3.69921875,3.52734375,1,0,0,rectangle,-3.69921875,3.52734375,1,0,0,-3.69921875,3.52734375,1,0,0,0,40,40,129,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5344,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2137,36.33203125,78.70703125,1,0,0,response1disk,,7,6.48046875,-4.625,1,0,0,rectangle,6.48046875,-4.625,1,0,0,6.48046875,-4.625,1,0,0,0,41,41,90,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5847,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2207,37.78125,79.67578125,1,0,0,response1disk,,7,5.140625,-11.40625,1,0,0,rectangle,5.140625,-11.40625,1,0,0,5.140625,-11.40625,1,0,0,0,42,42,151,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5021,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2467,42.38671875,87.34375,1,0,0,response1disk,,7,10.59765625,9.29296875,1,0,0,rectangle,10.59765625,9.29296875,1,0,0,10.59765625,9.29296875,1,0,0,0,43,43,159,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7186,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2800,37.9375,91.9921875,1,0,0,response1disk,,7,12.47265625,1.96875,1,0,0,rectangle,12.47265625,1.96875,1,0,0,12.47265625,1.96875,1,0,0,0,44,44,30,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7687,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3579,44.9765625,117.3398438,1,0,0,response1disk,,7,0.2734375,2.703125,1,0,0,rectangle,0.2734375,2.703125,1,0,0,0.2734375,2.703125,1,0,0,0,45,45,97,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9349,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4095,-62.2421875,78.765625,1,0,0,response7disk,,0,1.71484375,-7.875,1,0,0,rectangle,1.71484375,-7.875,1,0,0,1.71484375,-7.875,1,0,0,0,46,46,118,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1206,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1753,-101.9335938,38.8828125,1,0,0,response7disk,,1,-7.59765625,-4.79296875,1,0,0,rectangle,-7.59765625,-4.79296875,1,0,0,-7.59765625,-4.79296875,1,0,0,0,47,47,146,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4045,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,193,-60.98828125,-76.1328125,1,0,0,response5disk,,3,-5.58203125,-3.1640625,1,0,0,rectangle,-5.58203125,-3.1640625,1,0,0,-5.58203125,-3.1640625,1,0,0,0,48,48,41,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4034,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,901,87.26953125,-40.296875,1,0,0,response3disk,,5,10.58984375,0.81640625,1,0,0,rectangle,10.58984375,0.81640625,1,0,0,10.58984375,0.81640625,1,0,0,0,49,49,28,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.5067,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3819,-35.79296875,-86.18359375,1,0,0,response5disk,,3,-1.75390625,-6.796875,1,0,0,rectangle,-1.75390625,-6.796875,1,0,0,-1.75390625,-6.796875,1,0,0,0,50,50,86,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.7372,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4328,47.8515625,-85.1953125,1,0,0,response3disk,,4,18.3828125,-9.9296875,1,0,0,rectangle,18.3828125,-9.9296875,1,0,0,18.3828125,-9.9296875,1,0,0,0,51,51,37,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3199,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1686,48.65234375,-64.2578125,1,0,0,response3disk,,4,19.62109375,5.76953125,1,0,0,rectangle,19.62109375,5.76953125,1,0,0,19.62109375,5.76953125,1,0,0,0,52,52,84,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2357,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3152,-76.9921875,-41.14453125,1,0,0,response5disk,,2,-20.02734375,2.0078125,1,0,0,rectangle,-20.02734375,2.0078125,1,0,0,-20.02734375,2.0078125,1,0,0,0,53,53,145,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.5545,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2783,-35.88671875,-84.578125,1,0,0,response5disk,,3,-5.609375,-10.2265625,1,0,0,rectangle,-5.609375,-10.2265625,1,0,0,-5.609375,-10.2265625,1,0,0,0,54,54,98,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9839,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1778,42.92578125,86.35546875,1,0,0,response1disk,,7,6.58984375,2.4921875,1,0,0,rectangle,6.58984375,2.4921875,1,0,0,6.58984375,2.4921875,1,0,0,0,55,55,87,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6209,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1037,27.609375,-86.43359375,1,0,0,response3disk,,4,1.65625,3.8359375,1,0,0,rectangle,1.65625,3.8359375,1,0,0,1.65625,3.8359375,1,0,0,0,56,56,135,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0857,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2911,24.62109375,81.78515625,1,0,0,response1disk,,7,1.98046875,7.2734375,1,0,0,rectangle,1.98046875,7.2734375,1,0,0,1.98046875,7.2734375,1,0,0,0,57,57,100,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6209,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1539,28.12890625,-97.9765625,1,0,0,response3disk,,4,8.17578125,-7.328125,1,0,0,rectangle,8.17578125,-7.328125,1,0,0,8.17578125,-7.328125,1,0,0,0,58,58,20,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.4085,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3433,28.43359375,93.22265625,1,0,0,response1disk,,7,-4.7265625,1.62890625,1,0,0,rectangle,-4.7265625,1.62890625,1,0,0,-4.7265625,1.62890625,1,0,0,0,59,59,36,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0862,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,282,18.71484375,-83.578125,1,0,0,response3disk,,4,3.95703125,-3.203125,1,0,0,rectangle,3.95703125,-3.203125,1,0,0,3.95703125,-3.203125,1,0,0,0,60,60,132,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6515,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2692,40.16796875,79.74609375,1,0,0,response1disk,,7,9.23046875,8.28515625,1,0,0,rectangle,9.23046875,8.28515625,1,0,0,9.23046875,8.28515625,1,0,0,0,61,61,6,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.903,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,955,22.2578125,-51.51171875,1,0,0,response3disk,,4,-2.71875,8.1875,1,0,0,rectangle,-2.71875,8.1875,1,0,0,-2.71875,8.1875,1,0,0,0,62,62,23,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.273,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3839,25.62890625,-74.66796875,1,0,0,response3disk,,4,9.6640625,-3.33203125,1,0,0,rectangle,9.6640625,-3.33203125,1,0,0,9.6640625,-3.33203125,1,0,0,0,63,63,78,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,3.1246,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4052,-85.203125,21.00390625,1,0,0,response7disk,,1,8.8828125,2.02734375,1,0,0,rectangle,8.8828125,2.02734375,1,0,0,8.8828125,2.02734375,1,0,0,0,64,64,39,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3535,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1077,24.1796875,73.48828125,1,0,0,response1disk,,7,2.84375,-7.28125,1,0,0,rectangle,2.84375,-7.28125,1,0,0,2.84375,-7.28125,1,0,0,0,65,65,140,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6547,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1928,32.7109375,82.3125,1,0,0,response1disk,,7,2.6953125,-0.72265625,1,0,0,rectangle,2.6953125,-0.72265625,1,0,0,2.6953125,-0.72265625,1,0,0,0,66,66,42,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8854,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2354,24.14453125,87.73046875,1,0,0,response1disk,,7,2.078125,-0.72265625,1,0,0,rectangle,2.078125,-0.72265625,1,0,0,2.078125,-0.72265625,1,0,0,0,67,67,66,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.086,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1674,-78.4453125,36.453125,1,0,0,response7disk,,1,-6.76953125,-0.10546875,1,0,0,rectangle,-6.76953125,-0.10546875,1,0,0,-6.76953125,-0.10546875,1,0,0,0,68,68,89,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2038,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3993,-59.16015625,92.05859375,1,0,0,response7disk,,0,-1.3203125,0.68359375,1,0,0,rectangle,-1.3203125,0.68359375,1,0,0,-1.3203125,0.68359375,1,0,0,0,69,69,25,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1699,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,123,33.7578125,-87.46875,1,0,0,response3disk,,4,1.73828125,10.765625,1,0,0,rectangle,1.73828125,10.765625,1,0,0,1.73828125,10.765625,1,0,0,0,70,70,34,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.0378,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4129,32.953125,-67.734375,1,0,0,response3disk,,4,8.19140625,2.74609375,1,0,0,rectangle,8.19140625,2.74609375,1,0,0,8.19140625,2.74609375,1,0,0,0,71,71,60,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8191,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4014,32.6328125,83.69921875,1,0,0,response1disk,,7,7.84375,-3.30078125,1,0,0,rectangle,-42.91796875,95.0546875,1,0,0,-1.12109375,-7.1796875,1,0,0,0,72,72,80,1,,response7disk_3,TRUE,0,0,"[76,202,155,250,316,17,292,320,307,111,257,112,313,73,31,181,121,303,151,300]",2.677,rectangle,
,,,,,,,,,,,,,FF,,,,,,,,3.0084,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3344,103.9179688,-52.7421875,1,0,0,response3disk,,5,-3.19140625,3.1171875,1,0,0,rectangle,-3.19140625,3.1171875,1,0,0,-3.19140625,3.1171875,1,0,0,0,73,73,49,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.0211,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4327,-61.7421875,101.1601563,1,0,0,response7disk,,0,-2.37890625,3.10546875,1,0,0,rectangle,-2.37890625,3.10546875,1,0,0,-2.37890625,3.10546875,1,0,0,0,74,74,62,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,4.2949,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1509,80.09375,-40.6328125,1,0,0,response3disk,,5,7.625,-3.24609375,1,0,0,rectangle,30.8671875,98.515625,1,0,0,-1.57421875,-2.46875,1,0,0,0,75,75,13,1,,response1disk_3,TRUE,7,7,"[76,202,155,250,316,17,292,320,307,111,257,112,313,73,31,181,121,303,151,300]",3.2749,rectangle,
,,,,,,,,,,,,,FF,,,,,,,,5.9491,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1968,46.234375,-89.0234375,1,0,0,response3disk,,4,11.80078125,-4.484375,1,0,0,rectangle,11.80078125,-4.484375,1,0,0,11.80078125,-4.484375,1,0,0,0,76,76,40,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2029,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1262,41.97265625,102.0585938,1,0,0,response1disk,,7,11.8046875,5.9296875,1,0,0,rectangle,11.8046875,5.9296875,1,0,0,11.8046875,5.9296875,1,0,0,0,77,77,85,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2699,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,442,34.140625,-112.4492188,1,0,0,response3disk,,4,8.25,5.93359375,1,0,0,rectangle,8.25,5.93359375,1,0,0,8.25,5.93359375,1,0,0,0,78,78,31,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.5739,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4296,39.91015625,78.74609375,1,0,0,response1disk,,7,8.890625,3.96875,1,0,0,rectangle,8.890625,3.96875,1,0,0,8.890625,3.96875,1,0,0,0,79,79,65,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,4.7974,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,927,46.46875,103.3085938,1,0,0,response1disk,,7,-4.7421875,-7.15234375,1,0,0,rectangle,-4.7421875,-7.15234375,1,0,0,-4.7421875,-7.15234375,1,0,0,0,80,80,120,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,3.2757,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2305,47.3125,-102.3515625,1,0,0,response3disk,,4,-1.63671875,9.20703125,1,0,0,rectangle,-1.63671875,9.20703125,1,0,0,-1.63671875,9.20703125,1,0,0,0,81,81,110,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2863,,,,,,,,,,,,,,,,,,,,,,6103145ca84c21e92682d6cf,6103700653b06843ea592137,2021-07-29_23h22.45.324,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1433,32.0234375,-85.578125,1,0,0,response3disk,,4,3.9375,-7.58203125,1,0,0,rectangle,3.9375,-7.58203125,1,0,0,3.9375,-7.58203125,1,0,0,0,82,82,21,1,,,,,,,,,
