key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
space,1.501,space,7.996,space,35.254,space,21.316,space,1.353,space,6.278,3,FF,26,60,1,0,0,response1disk_5,7,15.284,-2,-8,1,0,0,rectangle_8,-2,-8,1,0,0,-2,-8,1,0,0,0,0,0,5,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28,PF,38,75,1,0,0,response1disk_5,7,1.833,8,-3,1,0,0,rectangle_8,63,-44,1,0,0,0,-2,1,0,0,0,1,1,2,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response3disk_7,5,3.55,5,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,131,FF,29,-103,1,0,0,response3disk_5,4,7.25,-2,6,1,0,0,rectangle_8,-2,6,1,0,0,-2,6,1,0,0,0,2,2,0,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,66,FF,-45,-71,1,0,0,response5disk_5,3,3.568,-14,4,1,0,0,rectangle_8,-14,4,1,0,0,-14,4,1,0,0,0,3,3,3,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,29,PF,-48,74,1,0,0,response7disk_5,0,4.35,-15,4,1,0,0,rectangle_8,76,-38,1,0,0,-10,-1,1,0,0,0,4,4,6,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response3disk_7,5,1.966,5,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,125,PF,-78,-27,1,0,0,response5disk_5,2,1.85,2,0,1,0,0,rectangle_8,2,0,1,0,0,2,0,1,0,0,0,5,5,1,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,63,PF,50,88,1,0,0,response1disk_5,7,2.5,-2,9,1,0,0,rectangle_8,-2,9,1,0,0,-2,9,1,0,0,0,6,6,4,1,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.749,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,space,3.762,199,-50,-88,1,0,0,response5disk,,3,7,10,1,0,0,rectangle,-59,95,1,0,0,response7disk_3,TRUE,0,0,"[2,134,51,145,47,320,152,309,1,60,262,283,181,45,14,267,20,251,82,267]",2.218,-12,-9,1,0,0,rectangle,0,0,0,99,1,
,,,,,,,,,,,,,FF,,,,,,,,6.248,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3634,59,-23,1,0,0,response3disk,,5,-1,6,1,0,0,rectangle,-38,-70,1,0,0,response5disk_3,TRUE,3,3,"[2,134,51,145,47,320,152,309,1,60,262,283,181,45,14,267,20,251,82,267]",2.116,4,3,1,0,0,rectangle,0,1,1,122,1,
,,,,,,,,,,,,,FF,,,,,,,,6.199,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,725,80,-40,1,0,0,response3disk,,5,0,3,1,0,0,rectangle,0,3,1,0,0,,,,,,,0,3,1,0,0,,0,2,2,80,1,
,,,,,,,,,,,,,FF,,,,,,,,2.201,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2818,94,36,1,0,0,response1disk,,6,-8,-10,1,0,0,rectangle,-8,-10,1,0,0,,,,,,,-8,-10,1,0,0,,0,3,3,156,1,
,,,,,,,,,,,,,FF,,,,,,,,1.367,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3834,72,23,1,0,0,response1disk,,6,19,8,1,0,0,rectangle,19,8,1,0,0,,,,,,,19,8,1,0,0,,0,4,4,132,1,
,,,,,,,,,,,,,FF,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,416,44,85,1,0,0,response1disk,,7,8,3,1,0,0,rectangle,8,3,1,0,0,,,,,,,8,3,1,0,0,,0,5,5,0,1,
,,,,,,,,,,,,,FF,,,,,,,,2.216,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1702,67,38,1,0,0,response1disk,,6,-1,0,1,0,0,rectangle,-1,0,1,0,0,,,,,,,-1,0,1,0,0,,0,6,6,85,1,
,,,,,,,,,,,,,FF,,,,,,,,1.133,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,103,27,-63,1,0,0,response3disk,,4,9,-9,1,0,0,rectangle,9,-9,1,0,0,,,,,,,9,-9,1,0,0,,0,7,7,128,1,
,,,,,,,,,,,,,FF,,,,,,,,0.949,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2809,56,70,1,0,0,response1disk,,7,16,0,1,0,0,rectangle,16,0,1,0,0,,,,,,,16,0,1,0,0,,0,8,8,153,1,
,,,,,,,,,,,,,FF,,,,,,,,0.715,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1176,48,93,1,0,0,response1disk,,7,12,6,1,0,0,rectangle,12,6,1,0,0,,,,,,,12,6,1,0,0,,0,9,9,70,1,
,,,,,,,,,,,,,FF,,,,,,,,1.217,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,990,26,-72,1,0,0,response3disk,,4,6,6,1,0,0,rectangle,6,6,1,0,0,,,,,,,6,6,1,0,0,,0,10,10,146,1,
,,,,,,,,,,,,,FF,,,,,,,,2.551,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1997,39,52,1,0,0,response1disk,,7,21,9,1,0,0,rectangle,21,9,1,0,0,,,,,,,21,9,1,0,0,,0,11,11,42,1,
,,,,,,,,,,,,,FF,,,,,,,,1.566,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3281,46,-43,1,0,0,response3disk,,5,2,-5,1,0,0,rectangle,2,-5,1,0,0,,,,,,,2,-5,1,0,0,,0,12,12,96,1,
,,,,,,,,,,,,,FF,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2198,59,44,1,0,0,response1disk,,6,10,6,1,0,0,rectangle,32,71,1,0,0,response1disk_3,TRUE,7,7,"[2,134,51,145,47,320,152,309,1,60,262,283,181,45,14,267,20,251,82,267]",1.433,19,-6,1,0,0,rectangle,0,13,13,108,1,
,,,,,,,,,,,,,FF,,,,,,,,3.548,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3222,67,43,1,0,0,response1disk,,6,0,-7,1,0,0,rectangle,0,-7,1,0,0,,,,,,,0,-7,1,0,0,,0,14,14,38,1,
,,,,,,,,,,,,,FF,,,,,,,,2.783,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3107,-60,-24,1,0,0,response5disk,,2,8,2,1,0,0,rectangle,8,2,1,0,0,,,,,,,8,2,1,0,0,,0,15,15,151,1,
,,,,,,,,,,,,,FF,,,,,,,,2.216,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,1328,60,28,1,0,0,response1disk,,6,2,5,1,0,0,rectangle,2,5,1,0,0,,,,,,,2,5,1,0,0,,0,16,16,48,1,
,,,,,,,,,,,,,FF,,,,,,,,1.982,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4037,45,25,1,0,0,response1disk,,6,-1,-2,1,0,0,rectangle,-1,-2,1,0,0,,,,,,,-1,-2,1,0,0,,0,17,17,43,1,
,,,,,,,,,,,,,FF,,,,,,,,1.399,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,4201,-52,28,1,0,0,response7disk,,1,13,0,1,0,0,rectangle,13,0,1,0,0,,,,,,,13,0,1,0,0,,0,18,18,67,1,
,,,,,,,,,,,,,FF,,,,,,,,4.217,,,,,,,,,,,,,,,,,,,,,,60fd90280b7a39fc10749665,61036dcb1970c10567783625,2021-07-29_22h11.36.792,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3633,-64,-81,1,0,0,response5disk,,3,4,11,1,0,0,rectangle,73,-32,1,0,0,response3disk_3,TRUE,5,5,"[2,134,51,145,47,320,152,309,1,60,262,283,181,45,14,267,20,251,82,267]",1.465,5,-12,1,0,0,rectangle,0,19,19,101,1,
