key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
space,1.4,space,2.477,space,38.178,space,10.796,space,4.228,space,4.505,63,PF,96,33,1,0,0,response1disk_5,6,13.336,5,-3,1,0,0,rectangle_8,5,-3,1,0,0,5,-3,1,0,0,0,0,0,2,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,126,FF,-46,-73,1,0,0,response5disk_5,3,2.784,1,2,1,0,0,rectangle_8,35,88,1,0,0,-1,-3,1,0,0,0,1,1,3,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response1disk_7,7,3.767,7,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,152,PF,34,-93,1,0,0,response3disk_5,4,1.9,9,4,1,0,0,rectangle_8,9,4,1,0,0,9,4,1,0,0,0,2,2,1,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,41,FF,80,41,1,0,0,response1disk_5,6,2.084,-1,-6,1,0,0,rectangle_8,-1,-6,1,0,0,-1,-6,1,0,0,0,3,3,0,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,155,PF,29,-58,1,0,0,response3disk_5,4,1.701,-7,-1,1,0,0,rectangle_8,55,89,1,0,0,-3,-7,1,0,0,0,4,4,4,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response1disk_7,7,2.468,7,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,133,FF,73,-34,1,0,0,response3disk_5,5,1.518,8,4,1,0,0,rectangle_8,8,4,1,0,0,8,4,1,0,0,0,5,5,5,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,126,PF,-90,-45,1,0,0,response5disk_5,2,1.6,9,-3,1,0,0,rectangle_8,9,-3,1,0,0,9,-3,1,0,0,0,6,6,6,1,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,space,2.217,1168,103,46,1,0,0,response1disk,,6,4,-8,1,0,0,rectangle,43,79,1,0,0,response1disk_3,TRUE,7,7,"[206,260,18,301,196,184,162,121,50,115,24,176,82,181,35,89,307,1,176,67]",1.483,0,1,1,0,0,rectangle,0,0,0,139,1,
,,,,,,,,,,,,,FF,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,603,51,-36,1,0,0,response3disk,,5,-19,-4,1,0,0,rectangle,-19,-4,1,0,0,,,,,,,-19,-4,1,0,0,,0,1,1,4,1,
,,,,,,,,,,,,,FF,,,,,,,,3.366,,,,,,,,,,,,,,,,,,,,,,610037b2225e262487da1b1f,61036efed7f05ec17b7b77a5,2021-07-29_23h36.55.512,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,3265,101,-34,1,0,0,response3disk,,5,-2,4,1,0,0,rectangle,-2,4,1,0,0,,,,,,,-2,4,1,0,0,,0,2,2,39,1,
