key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
space,1.0746,space,23.0448,space,30.3259,space,13.6803,space,1.8002,space,4.4953,119,FF,116.3969727,43.23626709,1,0,0,response1disk_5,6,11.4551,4.224243164,9.461791992,1,0,0,rectangle_8,4.224243164,9.461791992,1,0,0,4.224243164,9.461791992,1,0,0,0,0,0,5,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,75,PF,-45.28033447,-82.41210938,1,0,0,response5disk_5,3,3.6813,-1.827514648,5.874969482,1,0,0,rectangle_8,-69.24633789,37.93231201,1,0,0,-3.972717285,6.17388916,1,0,0,0,1,1,4,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response7disk_7,1,2.3846,1,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,84,PF,48.74060059,69.48687744,1,0,0,response1disk_5,7,3.867,3.608947754,-3.819122314,1,0,0,rectangle_8,3.608947754,-3.819122314,1,0,0,3.608947754,-3.819122314,1,0,0,0,2,2,1,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,28,FF,-46.16748047,-72.12945557,1,0,0,response5disk_5,3,4.117,4.868530273,6.232788086,1,0,0,rectangle_8,4.868530273,6.232788086,1,0,0,4.868530273,6.232788086,1,0,0,0,3,3,3,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,132,FF,41.41955566,69.8354187,1,0,0,response1disk_5,7,1.401,11.22253418,-2.548980713,1,0,0,rectangle_8,-83.40600586,36.43377686,1,0,0,-7.250366211,-2.008911133,1,0,0,0,4,4,0,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,response7disk_7,1,1.8496,1,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,88,PF,49.39111328,93.92184448,1,0,0,response1disk_5,7,0.9494,-2.308532715,-4.16418457,1,0,0,rectangle_8,-2.308532715,-4.16418457,1,0,0,-2.308532715,-4.16418457,1,0,0,0,5,5,6,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,142,PF,72.02514648,-47.4079895,1,0,0,response3disk_5,5,3.6822,7.374389648,8.056030273,1,0,0,rectangle_8,7.374389648,8.056030273,1,0,0,7.374389648,8.056030273,1,0,0,0,6,6,2,1,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.7164,,,,,,,,,,,,,,,,,,,,,,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,space,2.111,558,42.07373047,-78.68823242,1,0,0,response3disk,,4,2.053100586,1.658477783,1,0,0,rectangle,-36.41577148,91.09811401,1,0,0,response7disk_3,TRUE,0,0,"[142,149,1,62,143,243,11,302,63,292,92,271,1,130,216,277,206,292,322,132]",2.0504,-6.766967773,4.908874512,1,0,0,rectangle,0,0,0,50,1,
,,,,,,,,,,,,,FF,,,,,,,,2.3657,,,,,,,,,,,,,,,,,,,,,,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,81,101.4265137,35.07687378,1,0,0,response1disk,,6,7.503662109,4.506256104,1,0,0,rectangle,7.503662109,4.506256104,1,0,0,,,,,,,7.503662109,4.506256104,1,0,0,,0,1,1,150,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9329,,,,,,,,,,,,,,,,,,,,,,6102ffcf0b5c594e388d2d72,610369fd285afe664d9902cf,2021-07-29_19h55.21.686,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,61025ae37ef11b136ea224fe,,,,,,,,,2133,25.61999512,73.24230957,1,0,0,response1disk,,7,2.606933594,-3.49520874,1,0,0,rectangle,2.606933594,-3.49520874,1,0,0,,,,,,,2.606933594,-3.49520874,1,0,0,,0,2,2,112,1,
