"#010300","#022C88","#02529A","#032040","#03406F","#034E49","#086E79","#09384C","#0A3B38","#0C4FA2","#163D1F","#171639","#207427","#261D6E","#293028","#2F2874","#331F3B","#3394B7","#367467","#39319E","#3F597A","#40A144","#41A79A","#427AC4","#430F59","#445507","#487F55","#4E486C","#52253C","#5891A2","#591D1F","#595F51","#5D4263","#5D6355","#5F7AA7","#5FC16E","#642B7C","#685A14","#68A899","#716B92","#7171C9","#73B7C3","#758E00","#76450B","#782918","#7C3D4E","#7D0B45","#7E8274","#83B37F","#84932A","#86A2C9","#8B5F92","#8DCFC1","#8F5AA8","#96484B","#9796C0","#9B081A","#9C1C53","#9DA193","#A25739","#A3E2AC","#A51A01","#AA8F02","#AAC901","#AC6401","#AE783C","#AEBE5A","#AF972D","#B06079","#B28AB7","#B4BAAC","#C4577A","#C5DD24","#D2797D","#D3BE51","#D8DACD","#D8E26A","#DA0B27","#E088A1","#E26164","#E49A5B","#E67E72","#E83406","#F4D000","#F699A1","#F6F7F1","#FAAF99","#FAC88D","#FB702E","#FBA628","#FBEC77","#FCDD2A","#FF8F00"
"#163D1F",4.85714285714286,5.4,5.42857142857143,5.5,4.7,2.1875,5.33333333333333,3,0.961538461538462,6,0.111111111111111,3.85,2.66666666666667,5.92857142857143,2.66666666666667,6.125,5.88888888888889,6.4,3.64285714285714,5.25,5,3.25,4.58333333333333,6.05,5.91666666666667,2.08333333333333,2.35714285714286,6,5.4,6.33333333333333,6.5,3,5.8,3.64285714285714,6.42857142857143,3.1,6.71428571428571,3.83333333333333,3.7,6.21428571428571,5.8125,5.75,4.0625,5.875,6.75,6.34615384615385,6.55,4.5,2.33333333333333,3.53333333333333,6.25,6.875,5.5,6.75,7,6.375,6.9,6.625,5.65,6.31818181818182,3.92857142857143,6.41666666666667,5.95,4.3125,6.3,6.5,3.55,5.83333333333333,6.88888888888889,6.55,5.625,6.875,4.42857142857143,7,5.75,6.66666666666667,5.33333333333333,6.875,6.9,6.8,6.33333333333333,6.21428571428571,7,6.16666666666667,6.6875,6.75,6.66666666666667,6.66666666666667,6.875,6.6,5.625,6.5,6.83333333333333
"#171639",3,3.4,3.41666666666667,0.666666666666667,2.21428571428571,3.25,4.78571428571429,3.125,4.33333333333333,4.125,3.85,0.2,6.66666666666667,2.85714285714286,2.34615384615385,3,1.88888888888889,4.77272727272727,6.375,3.5625,3,6.40909090909091,4.88888888888889,4.13636363636364,2.5,5.75,6.21428571428571,4,4.70588235294118,3.375,4.6,5.4,5,5.83333333333333,4,6.5625,4.5,6.21428571428571,4.5,4.21428571428571,4.59090909090909,5.13636363636364,6.25,5.58333333333333,6.07142857142857,5.78571428571429,6.45,6.72222222222222,6.71428571428571,5.625,4.05,4.71428571428571,4.5,4.33333333333333,6.33333333333333,4.75,6.86666666666667,6.75,6.16666666666667,6.1,6,6.92857142857143,6.81818181818182,6.5,6.20833333333333,6.66666666666667,6.72727272727273,6.8,6.9,6.23076923076923,6.3,6.5,6.92857142857143,6.42857142857143,6.6,6.8125,7,6.92857142857143,6.5,6.7,6.96428571428571,6.72222222222222,6.64285714285714,6.8125,7,7,7,6.5625,6.66666666666667,6.64285714285714,6.875,6.71428571428571,6.9
"#207427",6.71428571428571,5.86363636363636,5.35,5.72222222222222,6.5,3.91666666666667,3.64285714285714,5.08333333333333,3.66666666666667,5.9,2.66666666666667,6.66666666666667,0.4,6.16666666666667,3.91666666666667,6.11538461538461,6.54545454545455,6.35714285714286,2.11111111111111,6.4,5.625,2.3,4.44444444444444,6.35714285714286,6.95,2.4,1.66666666666667,6.6,6.45454545454545,5.65384615384615,6.4375,3.65,6.73076923076923,4.2,5.36363636363636,2.65,6.875,5.16666666666667,4.25,6.3125,6.5,5.8,1.58333333333333,6.64285714285714,6.9375,6.85714285714286,6.91666666666667,4.71428571428571,2.5,2.125,6.13636363636364,6.94444444444444,5.4375,6.66666666666667,6.38888888888889,6.75,6.9375,6.66666666666667,5.1,6.5,4.14285714285714,6.85714285714286,4.875,3.31818181818182,6.27272727272727,6.35714285714286,3.64285714285714,4.8125,7,6.75,5.4375,6.5,4,6.57142857142857,5.28571428571429,6.71428571428571,3.9,6.9375,6.95833333333333,6.65,6.39285714285714,6.66666666666667,7,6.13636363636364,6.28571428571429,6.53333333333333,6.625,6.66666666666667,6.66666666666667,6.11111111111111,5.31818181818182,6.45833333333333,6.72727272727273
"#261D6E",5.57142857142857,1.1,3,1.91666666666667,2.11111111111111,5.125,4.05555555555556,3.0625,4.08333333333333,3.55555555555556,5.92857142857143,2.85714285714286,6.16666666666667,0.285714285714286,5.25,0.25,4.28571428571429,4.25,6,1.25,3,5.83333333333333,4.95454545454545,2.66666666666667,5.33333333333333,6.2,5.3,3.4,5.08333333333333,4.18181818181818,5.77777777777778,5.77777777777778,5.5,5.83333333333333,3.125,5.8125,3.66666666666667,6.55,5.7,2.8125,2.85,4.0625,6.09090909090909,6.59090909090909,6.375,5.9375,6,6.44444444444444,5.85714285714286,6.31818181818182,4,4.64285714285714,4.375,5.33333333333333,6.30769230769231,4.5,6.5,6.44444444444444,6.5,6.5,6.33333333333333,6.60714285714286,6.61538461538461,6.35,6.625,6.35714285714286,6.3125,6.4,6.3125,4.88888888888889,6.66666666666667,6.27272727272727,6.72222222222222,6.63636363636364,6.55,5.71428571428571,6.2,6.42857142857143,6.44444444444444,6.78571428571429,6.75,6.58333333333333,6.9,6.75,6.5,6.77777777777778,6.9375,7,6.625,6.71428571428571,7,6.875,7
"#293028",2.3,4.3,5.21428571428571,3.16666666666667,4.42307692307692,3.14285714285714,4.5,3.71428571428571,2.27777777777778,6.07142857142857,2.66666666666667,2.34615384615385,3.91666666666667,5.25,0.318181818181818,5.33333333333333,3.4,5.42857142857143,4,5.75,5.75,4.65,5.5,6.1875,6.33333333333333,2.2,3.625,5.91666666666667,5.08333333333333,6.25,6.26666666666667,2.55555555555556,5,2.6,5.5,4,6.41666666666667,4.33333333333333,4.71428571428571,5.625,6.4375,6.07142857142857,3.5,6,5,6.125,5.625,4.35,5.22727272727273,6.75,5.83333333333333,6.125,5.41666666666667,6.61111111111111,5.94444444444444,6.8,6.875,6.8,4.21428571428571,6.66666666666667,4.90909090909091,6.625,5.875,3.75,6.66666666666667,6.625,4.73076923076923,6.25,6.28571428571429,6.85,4.5,6.6875,5.25,6.42857142857143,6.5,6.40909090909091,5.7,6.78571428571429,7,6.6,7,6.75,6.91666666666667,6.83333333333333,6.72222222222222,6.625,6.88461538461539,6.5,7,6.8125,7,6.88888888888889,6.91666666666667
"#2F2874",5.5,1.88888888888889,3.1875,3.7,1.91666666666667,4.78571428571429,3.33333333333333,3.375,4.5625,2.75,6.125,3,6.11538461538461,0.25,5.33333333333333,0.5,4.04166666666667,3.57142857142857,4.45833333333333,1.55,3.65,6.27777777777778,4.91666666666667,3.33333333333333,3.66666666666667,5.78571428571429,5.6875,3.32142857142857,5.625,4.16666666666667,6.57142857142857,6.05555555555556,4.58333333333333,5.7,3.16666666666667,5.57142857142857,2.625,6.16666666666667,4.65,2.91666666666667,3.4,4.9,6.22222222222222,6.64285714285714,6.66666666666667,5.45454545454545,6,5.8,6.16666666666667,6.2,3.78571428571429,3.85714285714286,5.91666666666667,4.27777777777778,6.45,4.83333333333333,6.625,5.35714285714286,6.125,6.5,5.5,6.35714285714286,6.15,6.5,6.8,6.5,6.625,6.78571428571429,6,4.6875,5.85714285714286,6.4375,6.33333333333333,6.58333333333333,6.6875,6.76923076923077,6.64285714285714,6.61111111111111,6.4375,7,7,6.5,6.86363636363636,6.54545454545455,6.27272727272727,6.84615384615385,6.7,6.875,7,6.4,7,6.72222222222222,7
"#331F3B",4.1875,4.91666666666667,5.41666666666667,3.16666666666667,5.38888888888889,5.40909090909091,5.85,4.625,4.5,5,5.88888888888889,1.88888888888889,6.54545454545455,4.28571428571429,3.4,4.04166666666667,0.230769230769231,5.85,6,4.08333333333333,3.66666666666667,6.81818181818182,6.33333333333333,5.45454545454545,2.16666666666667,5.91666666666667,6.75,2.6875,2.4375,6.57142857142857,5.22222222222222,4.83333333333333,2.875,5.88888888888889,5.16666666666667,6.75,2.85,5.26923076923077,6.3,3.92857142857143,4,5.57142857142857,6.75,5.35714285714286,3.78571428571429,4,3.94117647058824,6.1,6.1,6.35714285714286,4.83333333333333,5.5,6.92857142857143,3.27777777777778,5.625,4,5.47058823529412,4.72222222222222,6.16666666666667,5.625,6.55555555555556,5.58333333333333,6.625,6.5,5.875,6.75,6.65384615384615,6.68181818181818,4.84375,3.33333333333333,6,5.625,6.5,5.94444444444444,6.72222222222222,6.3,6.66666666666667,6.2,5.41666666666667,6.2,6.75,5.875,7,7,6.5,6.64285714285714,5.71428571428571,6.8125,7,6.7,6.77777777777778,7,6.71428571428571
"#3394B7",6.55555555555556,2.625,3.64285714285714,4.14285714285714,3.375,4.75,3.57142857142857,3.22222222222222,4.7,3,6.4,4.77272727272727,6.35714285714286,4.25,5.42857142857143,3.57142857142857,5.85,0.5,4,2.8125,3.625,5.28571428571429,2.5625,1.11538461538462,6.33333333333333,5.85714285714286,5.6875,4.58333333333333,5.9,0.666666666666667,6.5,5.80555555555556,6.64285714285714,6.71428571428571,2.85,6.14285714285714,6.1,6.85714285714286,3.69230769230769,5.61111111111111,3.77272727272727,2.25,5.66666666666667,6.57142857142857,6.625,6.8,6.66666666666667,5.72222222222222,4.625,5.68421052631579,2.5625,5.83333333333333,3.04166666666667,6.5,6.5,4.38888888888889,6.85,6.45833333333333,6.03846153846154,6.8,5,6.8,6.44444444444444,5.25,6.9,6.75,6.08333333333333,6.375,6.6875,5.9,5.95,6.15625,5.875,6.55555555555556,6.66666666666667,5.61538461538461,6.08333333333333,6.57142857142857,5.92857142857143,6.86363636363636,6.68181818181818,6.9,6.77272727272727,6.3,6.5,6.59090909090909,6.28571428571429,6.38888888888889,6.1875,6.64285714285714,6.71428571428571,6.41666666666667,6.78571428571429
"#367467",6.28571428571429,3.71428571428571,4.41666666666667,4.375,3.16666666666667,1.875,1.4,3.3125,2.2,5.21428571428571,3.64285714285714,6.375,2.11111111111111,6,4,4.45833333333333,6,4,0.375,5.42857142857143,3.75,3.16666666666667,2.92857142857143,4.5,6.11111111111111,4.15,1.66666666666667,5.35,5.95454545454545,4.14285714285714,6.66666666666667,3.64285714285714,5.88461538461539,3.07142857142857,5.04545454545455,2.2,6.61111111111111,6.14285714285714,3.27777777777778,5.3,5.41666666666667,4.125,2.8125,6.625,5.66666666666667,6.58333333333333,6.625,2.83333333333333,3.41666666666667,3.5,4.72727272727273,6.75,3.95454545454545,6.3,6.71428571428571,5.625,6.45,6.75,4.5,6.125,3.375,6.5,5.79166666666667,4.35714285714286,6.58333333333333,6.14285714285714,4.19230769230769,5.66666666666667,6.14285714285714,6.1875,5.33333333333333,6.44444444444444,4.38888888888889,6.3125,5.6875,6.29166666666667,5.09090909090909,7,6.64285714285714,6.41666666666667,6.5625,5.5,6.42857142857143,5.71428571428571,6.1,6.5625,6.66666666666667,6.66666666666667,6.6875,6.83333333333333,6.25,6.66666666666667,6.83333333333333
"#39319E",6.22222222222222,1.75,1.3,3.375,2,4.3,5.4,4.1,5,2.28571428571429,5.25,3.5625,6.4,1.25,5.75,1.55,4.08333333333333,2.8125,5.42857142857143,0.833333333333333,2.45,6.0625,4.41666666666667,3.5,4.38888888888889,6.25,6.16666666666667,3.625,5.70833333333333,3.625,6.5,6,4.8,6.41666666666667,2.22222222222222,6.5,4.13636363636364,6.57142857142857,4.55,4.125,3.25,3.41666666666667,6.05555555555556,6.75,6.5,5.75,6.375,6.2,6,6.28571428571429,4.8,5.33333333333333,5,4.28571428571429,6.375,4.42857142857143,6.57692307692308,6.09090909090909,6.22727272727273,6.36363636363636,5.6,6.77272727272727,6.625,6.125,6.88888888888889,6.66666666666667,6.11111111111111,6.5,6.625,5.07142857142857,6.8125,5.94444444444444,6.5,6.53333333333333,6.64285714285714,6.625,6.4,6.8125,6.375,6.71428571428571,6.875,6.32142857142857,6.8125,6.46153846153846,5.6,6.7,6.78571428571429,6.91666666666667,5.9,6.96428571428571,6.5,6.33333333333333,6.8125
"#3F597A",5.75,2.68181818181818,2.875,2.72727272727273,2.69230769230769,3.25,3.46153846153846,2.5,4.57692307692308,2.5,5,3,5.625,3,5.75,3.65,3.66666666666667,3.625,3.75,2.45,0.846153846153846,5.33333333333333,4,2.93333333333333,4.5,6.0625,4.8125,3.5,5.9375,3.5625,6.25,5.33333333333333,5.5,5.3,2.03333333333333,5.29166666666667,5.32142857142857,6.125,4.21428571428571,3.72727272727273,2.33333333333333,4.33333333333333,4.81818181818182,5.8125,6.1,6.1,6.27777777777778,5.75,4.8125,6.14285714285714,3.7,5.85714285714286,3.66666666666667,5.75,6.25,4.33333333333333,6.22222222222222,5.83333333333333,5.75,5.95,5,7,6.7,5.75,5.5625,6.25,5.75,6.36111111111111,6.07142857142857,6.125,4.64285714285714,6.7,6.3,5.92307692307692,6.83333333333333,5.55555555555556,6.25,6.64285714285714,6.38888888888889,5.83333333333333,6.875,5.125,6.5,6.79411764705882,6.5,6.55555555555556,6.64285714285714,5.6,6.83333333333333,6.5,6.16666666666667,6.72727272727273,6.8
"#40A144",6.85,5.7,6.2,5.4375,5.83333333333333,3.21428571428571,4.45,5.66666666666667,4,6.25,3.25,6.40909090909091,2.3,5.83333333333333,4.65,6.27777777777778,6.81818181818182,5.28571428571429,3.16666666666667,6.0625,5.33333333333333,0.875,3.6875,5.85714285714286,7,2.92857142857143,2.40909090909091,6.57142857142857,6.33333333333333,5.54545454545455,6.4,3.1875,6.5,4.28571428571429,6.41666666666667,1.58333333333333,6.7,4.75,4,6.2,5.66666666666667,5.28571428571429,2.41666666666667,6.875,6.75,6.71428571428571,6.7,4.44444444444444,2.81818181818182,3.0625,6,5.79166666666667,4,6.75,6.5,6.1,6.75,6.875,5.83333333333333,6.75,3.33333333333333,6.91666666666667,4.95,2.75,6.55555555555556,6.75,3.55555555555556,5.16666666666667,6.43333333333333,6.58333333333333,5.92857142857143,6.76923076923077,4.4375,6.58333333333333,5.92857142857143,6,5.07142857142857,7,6.45,6.64285714285714,6.5625,6.88888888888889,7,6.46153846153846,7,6.58333333333333,6.5,6.45454545454545,6.9,6.5,6.25,5.375,6.64285714285714
"#41A79A",6.95454545454545,3.66666666666667,3.92857142857143,5,4.2,2.9375,3.75,3.81818181818182,4.5,4.08333333333333,4.58333333333333,4.88888888888889,4.44444444444444,4.95454545454545,5.5,4.91666666666667,6.33333333333333,2.5625,2.92857142857143,4.41666666666667,4,3.6875,2.25,4.33333333333333,5.5625,4.375,4.5,5.5,6.875,2.55555555555556,6.7,4.5,6.36363636363636,4,3.375,3.20833333333333,6.375,5.91666666666667,1.22222222222222,5.16666666666667,5.11538461538461,2.94444444444444,5.14285714285714,6.85714285714286,6.6875,6,6.7,5.25,3.66666666666667,4.85714285714286,4.2,5.45454545454545,2.71428571428571,6.28571428571429,6.32142857142857,5.07142857142857,6.66666666666667,6.66666666666667,5.92857142857143,6.375,3,6.6875,6,4.6,6.55555555555556,6.77777777777778,3.83333333333333,6.0625,6.35714285714286,6,5.125,6.85714285714286,5.5625,6.125,6,5.77272727272727,5.375,6.95,6.3,7,6.13636363636364,6.63636363636364,6.4,6.1,6.1,6.63636363636364,6.21428571428571,6.9,6.5,6.625,6.5625,6.5,6.6875
