"","firstColour","secondColour","value"
"312","#9C1C53","#086E79",5.45454545454545
"313","#9C1C53","#367467",5.18181818181818
"314","#9C1C53","#034E49",5.45833333333333
"315","#9C1C53","#0A3B38",4.5
"316","#9C1C53","#A3E2AC",5.625
"317","#9C1C53","#5FC16E",5
"318","#9C1C53","#83B37F",6
"319","#9C1C53","#40A144",5.18181818181818
"320","#9C1C53","#487F55",5.1
"321","#9C1C53","#207427",4.71428571428571
"322","#9C1C53","#163D1F",5.60714285714286
"323","#9C1C53","#D8E26A",4.66666666666667
"324","#9C1C53","#C5DD24",5.5
"325","#9C1C53","#AEBE5A",5
"326","#9C1C53","#AAC901",5.375
"327","#9C1C53","#84932A",4.05555555555556
"328","#9C1C53","#758E00",5.39285714285714
"329","#9C1C53","#445507",4.71428571428571
"330","#9C1C53","#FBEC77",5.25
"331","#9C1C53","#FCDD2A",5.83333333333333
"332","#9C1C53","#D3BE51",5.5
"333","#9C1C53","#F4D000",4.75
"334","#9C1C53","#AF972D",4.71428571428571
"335","#9C1C53","#AA8F02",4.45
"336","#9C1C53","#685A14",4.625
"337","#9C1C53","#FAC88D",4.5
"338","#9C1C53","#FBA628",5.23076923076923
"339","#9C1C53","#E49A5B",4.2
"340","#9C1C53","#FF8F00",4.78571428571429
"341","#9C1C53","#AE783C",3.875
"342","#9C1C53","#AC6401",4.03846153846154
"343","#9C1C53","#76450B",4.16666666666667
"344","#9C1C53","#FAAF99",2.75
"345","#9C1C53","#FB702E",3.71428571428571
"346","#9C1C53","#E67E72",2.39285714285714
"347","#9C1C53","#E83406",2.5
"348","#9C1C53","#A25739",3.66666666666667
"349","#9C1C53","#A51A01",1.4375
"350","#9C1C53","#782918",2.45
"351","#9C1C53","#F699A1",2.33333333333333
"352","#9C1C53","#E26164",1.91666666666667
"353","#9C1C53","#D2797D",1.85714285714286
"354","#9C1C53","#DA0B27",2.25
"355","#9C1C53","#96484B",1.86363636363636
"356","#9C1C53","#9B081A",1.61111111111111
"357","#9C1C53","#591D1F",2.44444444444444
"358","#9C1C53","#010300",5.45
"359","#9C1C53","#293028",5
"360","#9C1C53","#595F51",5.45
"361","#9C1C53","#5D6355",4.92857142857143
"362","#9C1C53","#7E8274",5.83333333333333
"363","#9C1C53","#9DA193",5.6875
"364","#9C1C53","#B4BAAC",4.96153846153846
"365","#9C1C53","#D8DACD",5.8
"366","#9C1C53","#F6F7F1",5.88888888888889
"367","#7C3D4E","#7C3D4E",1.75
"368","#7C3D4E","#7D0B45",2.55555555555556
"369","#7C3D4E","#52253C",1.85
"370","#7C3D4E","#B28AB7",3.375
"371","#7C3D4E","#8F5AA8",3.5
"372","#7C3D4E","#8B5F92",3.14285714285714
"373","#7C3D4E","#642B7C",3.13636363636364
"374","#7C3D4E","#5D4263",2.28571428571429
"375","#7C3D4E","#430F59",3.14285714285714
"376","#7C3D4E","#331F3B",4.25
"377","#7C3D4E","#9796C0",3.85
"378","#7C3D4E","#7171C9",4.04545454545455
"379","#7C3D4E","#716B92",3.625
"380","#7C3D4E","#39319E",5.33333333333333
"381","#7C3D4E","#4E486C",3.71428571428571
"382","#7C3D4E","#261D6E",2.83333333333333
"383","#7C3D4E","#171639",4.0625
"384","#7C3D4E","#86A2C9",4.8
"385","#7C3D4E","#427AC4",5.28571428571429
"386","#7C3D4E","#5F7AA7",3.8125
"387","#7C3D4E","#0C4FA2",4.64285714285714
"388","#7C3D4E","#3F597A",4.09090909090909
"389","#7C3D4E","#022C88",4.41666666666667
"390","#7C3D4E","#032040",4.6
"391","#7C3D4E","#73B7C3",5
"392","#7C3D4E","#3394B7",5.41666666666667
"393","#7C3D4E","#5891A2",4.83333333333333
"394","#7C3D4E","#02529A",4.78571428571429
"395","#7C3D4E","#2F2874",4.18181818181818
"396","#7C3D4E","#03406F",4.375
"397","#7C3D4E","#09384C",4.22727272727273
"398","#7C3D4E","#8DCFC1",4.25
"399","#7C3D4E","#41A79A",5
"400","#7C3D4E","#68A899",4.8
"401","#7C3D4E","#086E79",4.85714285714286
"402","#7C3D4E","#367467",5.625
"403","#7C3D4E","#034E49",5
"404","#7C3D4E","#0A3B38",4.42857142857143
"405","#7C3D4E","#A3E2AC",5.5
"406","#7C3D4E","#5FC16E",5.16666666666667
"407","#7C3D4E","#83B37F",4.63636363636364
"408","#7C3D4E","#40A144",5.55
"409","#7C3D4E","#487F55",4.5
"410","#7C3D4E","#207427",3.5
"411","#7C3D4E","#163D1F",5.36363636363636
"412","#7C3D4E","#D8E26A",5.25
"413","#7C3D4E","#C5DD24",4.9
"414","#7C3D4E","#AEBE5A",5.66666666666667
"415","#7C3D4E","#AAC901",5.5
"416","#7C3D4E","#84932A",5.57142857142857
"417","#7C3D4E","#758E00",5.1875
"418","#7C3D4E","#445507",5.125
"419","#7C3D4E","#FBEC77",5.31818181818182
"420","#7C3D4E","#FCDD2A",4.58333333333333
"421","#7C3D4E","#D3BE51",4.59090909090909
"422","#7C3D4E","#F4D000",5.35714285714286
"423","#7C3D4E","#AF972D",5.125
"424","#7C3D4E","#AA8F02",4.5
"425","#7C3D4E","#685A14",4.07142857142857
"426","#7C3D4E","#FAC88D",4.5
"427","#7C3D4E","#FBA628",3.71428571428571
"428","#7C3D4E","#E49A5B",3
"429","#7C3D4E","#FF8F00",4.55555555555556
"430","#7C3D4E","#AE783C",3.3
"431","#7C3D4E","#AC6401",4.28571428571429
"432","#7C3D4E","#76450B",3.0625
"433","#7C3D4E","#FAAF99",3.05
"434","#7C3D4E","#FB702E",3.5625
"435","#7C3D4E","#E67E72",3.125
"436","#7C3D4E","#E83406",2.83333333333333
"437","#7C3D4E","#A25739",2.27777777777778
"438","#7C3D4E","#A51A01",3.14285714285714
"439","#7C3D4E","#782918",2.1875
"440","#7C3D4E","#F699A1",2.5625
"441","#7C3D4E","#E26164",2.7
"442","#7C3D4E","#D2797D",2.0625
"443","#7C3D4E","#DA0B27",1.75
"444","#7C3D4E","#96484B",1.42857142857143
"445","#7C3D4E","#9B081A",2.28571428571429
"446","#7C3D4E","#591D1F",1.77777777777778
"447","#7C3D4E","#010300",5.75
"448","#7C3D4E","#293028",5.125
"449","#7C3D4E","#595F51",4.875
"450","#7C3D4E","#5D6355",4.5
"451","#7C3D4E","#7E8274",5.35714285714286
"452","#7C3D4E","#9DA193",4.625
"453","#7C3D4E","#B4BAAC",4.28571428571429
"454","#7C3D4E","#D8DACD",5.22727272727273
"455","#7C3D4E","#F6F7F1",5.34615384615385
"456","#7D0B45","#7D0B45",0.166666666666667
"457","#7D0B45","#52253C",1.75
"458","#7D0B45","#B28AB7",2.9
"459","#7D0B45","#8F5AA8",3.1
"460","#7D0B45","#8B5F92",2.75
"461","#7D0B45","#642B7C",3.4
"462","#7D0B45","#5D4263",3.625
"463","#7D0B45","#430F59",3.2
"464","#7D0B45","#331F3B",2.55555555555556
"465","#7D0B45","#9796C0",4.05555555555556
"466","#7D0B45","#7171C9",4.07142857142857
"467","#7D0B45","#716B92",3.5625
"468","#7D0B45","#39319E",4.5
"469","#7D0B45","#4E486C",3.3
"470","#7D0B45","#261D6E",4.1875
"471","#7D0B45","#171639",3.8125
"472","#7D0B45","#86A2C9",4.66666666666667
"473","#7D0B45","#427AC4",5.14285714285714
"474","#7D0B45","#5F7AA7",4.375
"475","#7D0B45","#0C4FA2",5
"476","#7D0B45","#3F597A",4.55
"477","#7D0B45","#022C88",4.42857142857143
"478","#7D0B45","#032040",3.58333333333333
"479","#7D0B45","#73B7C3",5.18181818181818
"480","#7D0B45","#3394B7",5.27777777777778
"481","#7D0B45","#5891A2",5.11111111111111
"482","#7D0B45","#02529A",4.5
"483","#7D0B45","#2F2874",4.625
"484","#7D0B45","#03406F",4.55
"485","#7D0B45","#09384C",4
"486","#7D0B45","#8DCFC1",4.8
"487","#7D0B45","#41A79A",4.2
"488","#7D0B45","#68A899",5.45
"489","#7D0B45","#086E79",3.3
"490","#7D0B45","#367467",4.25
"491","#7D0B45","#034E49",5
"492","#7D0B45","#0A3B38",4.5625
"493","#7D0B45","#A3E2AC",5.77777777777778
"494","#7D0B45","#5FC16E",5.9
"495","#7D0B45","#83B37F",5.16666666666667
"496","#7D0B45","#40A144",4.9
"497","#7D0B45","#487F55",5.11111111111111
"498","#7D0B45","#207427",5.5
"499","#7D0B45","#163D1F",5.5
"500","#7D0B45","#D8E26A",5.5625
"501","#7D0B45","#C5DD24",6.14285714285714
"502","#7D0B45","#AEBE5A",4.08333333333333
"503","#7D0B45","#AAC901",5.71428571428571
"504","#7D0B45","#84932A",4.2
"505","#7D0B45","#758E00",5.625
"506","#7D0B45","#445507",5.125
"507","#7D0B45","#FBEC77",5.4375
"508","#7D0B45","#FCDD2A",5.75
"509","#7D0B45","#D3BE51",6
"510","#7D0B45","#F4D000",6.28571428571429
"511","#7D0B45","#AF972D",5.75
"512","#7D0B45","#AA8F02",4.5
"513","#7D0B45","#685A14",4.2
"514","#7D0B45","#FAC88D",4.25
"515","#7D0B45","#FBA628",5.1
"516","#7D0B45","#E49A5B",4.53846153846154
"517","#7D0B45","#FF8F00",4.91666666666667
"518","#7D0B45","#AE783C",4.1875
"519","#7D0B45","#AC6401",4.22222222222222
"520","#7D0B45","#76450B",4.9
"521","#7D0B45","#FAAF99",3.35714285714286
"522","#7D0B45","#FB702E",5.11538461538461
"523","#7D0B45","#E67E72",2.875
"524","#7D0B45","#E83406",3.33333333333333
"525","#7D0B45","#A25739",2.6875
"526","#7D0B45","#A51A01",2.28571428571429
"527","#7D0B45","#782918",2.1
"528","#7D0B45","#F699A1",3
"529","#7D0B45","#E26164",3
"530","#7D0B45","#D2797D",3.09090909090909
"531","#7D0B45","#DA0B27",2.58333333333333
"532","#7D0B45","#96484B",2.125
"533","#7D0B45","#9B081A",2.75
"534","#7D0B45","#591D1F",1.6875
"535","#7D0B45","#010300",4.95454545454545
"536","#7D0B45","#293028",4.75
"537","#7D0B45","#595F51",5.125
"538","#7D0B45","#5D6355",5.3
"539","#7D0B45","#7E8274",5
"540","#7D0B45","#9DA193",5.36363636363636
"541","#7D0B45","#B4BAAC",5.72222222222222
"542","#7D0B45","#D8DACD",5.91666666666667
"543","#7D0B45","#F6F7F1",5.6875
"544","#52253C","#52253C",0
"545","#52253C","#B28AB7",4.1
"546","#52253C","#8F5AA8",2.66666666666667
"547","#52253C","#8B5F92",3
"548","#52253C","#642B7C",2.55555555555556
"549","#52253C","#5D4263",2
"550","#52253C","#430F59",2.45833333333333
"551","#52253C","#331F3B",1.625
"552","#52253C","#9796C0",3.83333333333333
"553","#52253C","#7171C9",4.08333333333333
"554","#52253C","#716B92",3.3
"555","#52253C","#39319E",3.1
"556","#52253C","#4E486C",3.41666666666667
"557","#52253C","#261D6E",2.64285714285714
"558","#52253C","#171639",3.22222222222222
"559","#52253C","#86A2C9",3.77777777777778
"560","#52253C","#427AC4",4.55555555555556
"561","#52253C","#5F7AA7",4.15
"562","#52253C","#0C4FA2",4.23076923076923
"563","#52253C","#3F597A",3.3
"564","#52253C","#022C88",4.41666666666667
"565","#52253C","#032040",3.53846153846154
"566","#52253C","#73B7C3",4.28571428571429
"567","#52253C","#3394B7",5.2
"568","#52253C","#5891A2",5.25
"569","#52253C","#02529A",4.75
"570","#52253C","#2F2874",3.75
"571","#52253C","#03406F",4.7
"572","#52253C","#09384C",4.4
"573","#52253C","#8DCFC1",5.46153846153846
"574","#52253C","#41A79A",5.54545454545455
"575","#52253C","#68A899",5.41666666666667
"576","#52253C","#086E79",4.875
"577","#52253C","#367467",6
"578","#52253C","#034E49",4.11538461538461
"579","#52253C","#0A3B38",4.75
"580","#52253C","#A3E2AC",5.5
"581","#52253C","#5FC16E",5.5
"582","#52253C","#83B37F",5
"583","#52253C","#40A144",6.33333333333333
"584","#52253C","#487F55",4.77777777777778
"585","#52253C","#207427",4.41666666666667
"586","#52253C","#163D1F",3.64285714285714
"587","#52253C","#D8E26A",6.16666666666667
"588","#52253C","#C5DD24",5.875
"589","#52253C","#AEBE5A",5.1
"590","#52253C","#AAC901",5.78571428571429
"591","#52253C","#84932A",4.15
"592","#52253C","#758E00",5.57142857142857
"593","#52253C","#445507",4.375
"594","#52253C","#FBEC77",5.04545454545455
"595","#52253C","#FCDD2A",5.91666666666667
"596","#52253C","#D3BE51",5.4375
"597","#52253C","#F4D000",5.73333333333333
"598","#52253C","#AF972D",5
"599","#52253C","#AA8F02",4.57142857142857
"600","#52253C","#685A14",4.33333333333333
"601","#52253C","#FAC88D",3.64285714285714
"602","#52253C","#FBA628",5.58333333333333
"603","#52253C","#E49A5B",4.375
"604","#52253C","#FF8F00",4.71428571428571
"605","#52253C","#AE783C",4
"606","#52253C","#AC6401",4.92857142857143
"607","#52253C","#76450B",2.875
"608","#52253C","#FAAF99",3.3
"609","#52253C","#FB702E",4.22222222222222
"610","#52253C","#E67E72",4.2
"611","#52253C","#E83406",3.89285714285714
"612","#52253C","#A25739",3.1
"613","#52253C","#A51A01",3.625
"614","#52253C","#782918",1.3125
"615","#52253C","#F699A1",3.15
"616","#52253C","#E26164",3.40909090909091
"617","#52253C","#D2797D",3.5
"618","#52253C","#DA0B27",3.0625
"619","#52253C","#96484B",3.4
"620","#52253C","#9B081A",2.26923076923077
"621","#52253C","#591D1F",1.08333333333333
"622","#52253C","#010300",4.16666666666667
"623","#52253C","#293028",3.27777777777778
"624","#52253C","#595F51",4.33333333333333
"625","#52253C","#5D6355",4.25
"626","#52253C","#7E8274",5
"627","#52253C","#9DA193",5.36363636363636
"628","#52253C","#B4BAAC",4.5
"629","#52253C","#D8DACD",4
"630","#52253C","#F6F7F1",6.28571428571429
"631","#B28AB7","#B28AB7",1.1875
"632","#B28AB7","#8F5AA8",2.16666666666667
"633","#B28AB7","#8B5F92",2.0625
"634","#B28AB7","#642B7C",1.85714285714286
"635","#B28AB7","#5D4263",2.9
"636","#B28AB7","#430F59",2.92857142857143
"637","#B28AB7","#331F3B",3.5
"638","#B28AB7","#9796C0",1.5
"639","#B28AB7","#7171C9",2.9
"640","#B28AB7","#716B92",1.94444444444444
"641","#B28AB7","#39319E",3.125
"642","#B28AB7","#4E486C",2.09090909090909
"643","#B28AB7","#261D6E",3.1875
"644","#B28AB7","#171639",4.3
"645","#B28AB7","#86A2C9",2.77777777777778
"646","#B28AB7","#427AC4",3.77777777777778
"647","#B28AB7","#5F7AA7",3.5
"648","#B28AB7","#0C4FA2",4.3
"649","#B28AB7","#3F597A",4.1
"650","#B28AB7","#022C88",4.5
"651","#B28AB7","#032040",3.33333333333333
"652","#B28AB7","#73B7C3",4.07142857142857
"653","#B28AB7","#3394B7",3.75
"654","#B28AB7","#5891A2",3.64285714285714
"655","#B28AB7","#02529A",4.35714285714286
"656","#B28AB7","#2F2874",3.91666666666667
"657","#B28AB7","#03406F",4.5
"658","#B28AB7","#09384C",4.7
"659","#B28AB7","#8DCFC1",3.83333333333333
"660","#B28AB7","#41A79A",4.5
"661","#B28AB7","#68A899",3.57142857142857
