"","firstColour","secondColour","value"
"1","#E088A1","#E088A1",0.5
"2","#E088A1","#C4577A",2.78571428571429
"3","#E088A1","#B06079",2.75
"4","#E088A1","#9C1C53",3.42307692307692
"5","#E088A1","#7C3D4E",4.6875
"6","#E088A1","#7D0B45",3.83333333333333
"7","#E088A1","#52253C",4.8
"8","#E088A1","#B28AB7",3.8
"9","#E088A1","#8F5AA8",4.9375
"10","#E088A1","#8B5F92",4.5
"11","#E088A1","#642B7C",5.7
"12","#E088A1","#5D4263",4.57142857142857
"13","#E088A1","#430F59",5.2
"14","#E088A1","#331F3B",5.41666666666667
"15","#E088A1","#9796C0",5.07142857142857
"16","#E088A1","#7171C9",5.88888888888889
"17","#E088A1","#716B92",5.11111111111111
"18","#E088A1","#39319E",6.375
"19","#E088A1","#4E486C",5.5
"20","#E088A1","#261D6E",6.44444444444444
"21","#E088A1","#171639",6.5
"22","#E088A1","#86A2C9",6
"23","#E088A1","#427AC4",6.4
"24","#E088A1","#5F7AA7",6.1
"25","#E088A1","#0C4FA2",6.61111111111111
"26","#E088A1","#3F597A",6.38888888888889
"27","#E088A1","#022C88",6.6
"28","#E088A1","#032040",6.91666666666667
"29","#E088A1","#73B7C3",6.1
"30","#E088A1","#3394B7",5.92857142857143
"31","#E088A1","#5891A2",6.55555555555556
"32","#E088A1","#02529A",6.90909090909091
"33","#E088A1","#2F2874",6.4375
"34","#E088A1","#03406F",6.5625
"35","#E088A1","#09384C",6.55555555555556
"36","#E088A1","#8DCFC1",6.4
"37","#E088A1","#41A79A",6.3
"38","#E088A1","#68A899",5.71428571428571
"39","#E088A1","#086E79",6
"40","#E088A1","#367467",6.64285714285714
"41","#E088A1","#034E49",6.57142857142857
"42","#E088A1","#0A3B38",7
"43","#E088A1","#A3E2AC",6.0625
"44","#E088A1","#5FC16E",6.5
"45","#E088A1","#83B37F",5.9
"46","#E088A1","#40A144",6.45
"47","#E088A1","#487F55",7
"48","#E088A1","#207427",6.95833333333333
"49","#E088A1","#163D1F",6.9
"50","#E088A1","#D8E26A",6.5
"51","#E088A1","#C5DD24",6.58333333333333
"52","#E088A1","#AEBE5A",5.92857142857143
"53","#E088A1","#AAC901",6.59090909090909
"54","#E088A1","#84932A",6.16666666666667
"55","#E088A1","#758E00",6.36363636363636
"56","#E088A1","#445507",6.35714285714286
"57","#E088A1","#FBEC77",6.68181818181818
"58","#E088A1","#FCDD2A",6.4375
"59","#E088A1","#D3BE51",5.55555555555556
"60","#E088A1","#F4D000",5.92857142857143
"61","#E088A1","#AF972D",5.64285714285714
"62","#E088A1","#AA8F02",6.16666666666667
"63","#E088A1","#685A14",6.33333333333333
"64","#E088A1","#FAC88D",5.40909090909091
"65","#E088A1","#FBA628",6
"66","#E088A1","#E49A5B",3.5
"67","#E088A1","#FF8F00",5.78571428571429
"68","#E088A1","#AE783C",6
"69","#E088A1","#AC6401",6
"70","#E088A1","#76450B",6.54545454545455
"71","#E088A1","#FAAF99",3.66666666666667
"72","#E088A1","#FB702E",6
"73","#E088A1","#E67E72",2.55555555555556
"74","#E088A1","#E83406",5.125
"75","#E088A1","#A25739",6
"76","#E088A1","#A51A01",4.8125
"77","#E088A1","#782918",4.375
"78","#E088A1","#F699A1",0.8125
"79","#E088A1","#E26164",2.7
"80","#E088A1","#D2797D",1.66666666666667
"81","#E088A1","#DA0B27",4.08333333333333
"82","#E088A1","#96484B",3.95
"83","#E088A1","#9B081A",4.30769230769231
"84","#E088A1","#591D1F",5.16666666666667
"85","#E088A1","#010300",7
"86","#E088A1","#293028",7
"87","#E088A1","#595F51",6.66666666666667
"88","#E088A1","#5D6355",6.2
"89","#E088A1","#7E8274",6.25
"90","#E088A1","#9DA193",5.5
"91","#E088A1","#B4BAAC",6.2
"92","#E088A1","#D8DACD",5.83333333333333
"93","#E088A1","#F6F7F1",6.22222222222222
"94","#C4577A","#C4577A",0.785714285714286
"95","#C4577A","#B06079",1.83333333333333
"96","#C4577A","#9C1C53",3.5
"97","#C4577A","#7C3D4E",3.31818181818182
"98","#C4577A","#7D0B45",3.44444444444444
"99","#C4577A","#52253C",4.72222222222222
"100","#C4577A","#B28AB7",4.04545454545455
"101","#C4577A","#8F5AA8",4.7
"102","#C4577A","#8B5F92",3.5
"103","#C4577A","#642B7C",5.25
"104","#C4577A","#5D4263",4.35714285714286
"105","#C4577A","#430F59",5.44444444444444
"106","#C4577A","#331F3B",5.625
"107","#C4577A","#9796C0",5.5
"108","#C4577A","#7171C9",5.07142857142857
"109","#C4577A","#716B92",4
"110","#C4577A","#39319E",5.94444444444444
"111","#C4577A","#4E486C",5.6
"112","#C4577A","#261D6E",6.27272727272727
"113","#C4577A","#171639",6.5
"114","#C4577A","#86A2C9",5.625
"115","#C4577A","#427AC4",6.625
"116","#C4577A","#5F7AA7",5.58333333333333
"117","#C4577A","#0C4FA2",7
"118","#C4577A","#3F597A",6.7
"119","#C4577A","#022C88",6.7
"120","#C4577A","#032040",6.625
"121","#C4577A","#73B7C3",6.42857142857143
"122","#C4577A","#3394B7",6.15625
"123","#C4577A","#5891A2",6.45454545454545
"124","#C4577A","#02529A",6.66666666666667
"125","#C4577A","#2F2874",6.4375
"126","#C4577A","#03406F",6.3125
"127","#C4577A","#09384C",6.5
"128","#C4577A","#8DCFC1",6.57142857142857
"129","#C4577A","#41A79A",6.85714285714286
"130","#C4577A","#68A899",6.38888888888889
"131","#C4577A","#086E79",6.35
"132","#C4577A","#367467",6.44444444444444
"133","#C4577A","#034E49",6.375
"134","#C4577A","#0A3B38",7
"135","#C4577A","#A3E2AC",6.27777777777778
"136","#C4577A","#5FC16E",6.77272727272727
"137","#C4577A","#83B37F",6.15384615384615
"138","#C4577A","#40A144",6.76923076923077
"139","#C4577A","#487F55",6.83333333333333
"140","#C4577A","#207427",6.5
"141","#C4577A","#163D1F",6.875
"142","#C4577A","#D8E26A",6
"143","#C4577A","#C5DD24",6.83333333333333
"144","#C4577A","#AEBE5A",5.59090909090909
"145","#C4577A","#AAC901",6.5
"146","#C4577A","#84932A",6.29166666666667
"147","#C4577A","#758E00",7
"148","#C4577A","#445507",6.38888888888889
"149","#C4577A","#FBEC77",6
"150","#C4577A","#FCDD2A",6.11111111111111
"151","#C4577A","#D3BE51",6.33333333333333
"152","#C4577A","#F4D000",6.875
"153","#C4577A","#AF972D",6.75
"154","#C4577A","#AA8F02",6.1
"155","#C4577A","#685A14",6.44444444444444
"156","#C4577A","#FAC88D",5.375
"157","#C4577A","#FBA628",6.66666666666667
"158","#C4577A","#E49A5B",5
"159","#C4577A","#FF8F00",5.08333333333333
"160","#C4577A","#AE783C",5.35714285714286
"161","#C4577A","#AC6401",5.23333333333333
"162","#C4577A","#76450B",6.1875
"163","#C4577A","#FAAF99",3.8
"164","#C4577A","#FB702E",4.75
"165","#C4577A","#E67E72",2.5
"166","#C4577A","#E83406",3.58333333333333
"167","#C4577A","#A25739",5.33333333333333
"168","#C4577A","#A51A01",3.58333333333333
"169","#C4577A","#782918",4.7
"170","#C4577A","#F699A1",2.3
"171","#C4577A","#E26164",2.5
"172","#C4577A","#D2797D",2.5
"173","#C4577A","#DA0B27",3
"174","#C4577A","#96484B",3
"175","#C4577A","#9B081A",4.33333333333333
"176","#C4577A","#591D1F",3.38888888888889
"177","#C4577A","#010300",6.90909090909091
"178","#C4577A","#293028",6.6875
"179","#C4577A","#595F51",6.375
"180","#C4577A","#5D6355",6.71428571428571
"181","#C4577A","#7E8274",6.42857142857143
"182","#C4577A","#9DA193",6.55555555555556
"183","#C4577A","#B4BAAC",6.27272727272727
"184","#C4577A","#D8DACD",6.7
"185","#C4577A","#F6F7F1",6.5625
"186","#B06079","#B06079",0.777777777777778
"187","#B06079","#9C1C53",3.375
"188","#B06079","#7C3D4E",3.27272727272727
"189","#B06079","#7D0B45",3.05
"190","#B06079","#52253C",4.1
"191","#B06079","#B28AB7",3.15
"192","#B06079","#8F5AA8",5
"193","#B06079","#8B5F92",3.71428571428571
"194","#B06079","#642B7C",5.85714285714286
"195","#B06079","#5D4263",5.20833333333333
"196","#B06079","#430F59",5.8
"197","#B06079","#331F3B",4.84375
"198","#B06079","#9796C0",4.90909090909091
"199","#B06079","#7171C9",5.16666666666667
"200","#B06079","#716B92",4.73076923076923
"201","#B06079","#39319E",6.625
"202","#B06079","#4E486C",5.38888888888889
"203","#B06079","#261D6E",6.3125
"204","#B06079","#171639",6.9
"205","#B06079","#86A2C9",5.41666666666667
"206","#B06079","#427AC4",6.25
"207","#B06079","#5F7AA7",6.16666666666667
"208","#B06079","#0C4FA2",6.16666666666667
"209","#B06079","#3F597A",6.07142857142857
"210","#B06079","#022C88",6.42857142857143
"211","#B06079","#032040",6.66666666666667
"212","#B06079","#73B7C3",6.25
"213","#B06079","#3394B7",6.6875
"214","#B06079","#5891A2",6.1
"215","#B06079","#02529A",6.54545454545455
"216","#B06079","#2F2874",6
"217","#B06079","#03406F",6
"218","#B06079","#09384C",6.375
"219","#B06079","#8DCFC1",6.21428571428571
"220","#B06079","#41A79A",6.35714285714286
"221","#B06079","#68A899",6.27777777777778
"222","#B06079","#086E79",6.5
"223","#B06079","#367467",6.14285714285714
"224","#B06079","#034E49",5.75
"225","#B06079","#0A3B38",6.55555555555556
"226","#B06079","#A3E2AC",6.55
"227","#B06079","#5FC16E",6.5
"228","#B06079","#83B37F",6
